Area	Type	**	Abbr	Word	Translation	Link	
1	D			start state	ÍÇáÊ ÔÑæÚ	startstate	
1	D			state	ÍÇáÊ	state	
1	D			state machine	ãÇÔíä ÍÇáÊ	statemachine	
1	D			state transition	ĞÑ ÍÇáÊ	transition	
7	D			Steiner minimum tree	ÏÑÎÊ ßãíäåí ÇÔÊÇíäÑ	steinermintr	
7	D			Steiner point	äŞØåí ÇÔÊÇíäÑ	steinerpoint	
7	D			Steiner ratio	äÓÈÊ ÇÔÊÇíäÑ	steinerratio	
7	D			Steiner tree	ÏÑÎÊ ÇÔÊÇíäÑ	steinertree	
7	D			Steiner vertex	ÑÃÓ ÇÔÊÇíäÑ	steinervertx	
8	D			Stirling's approximation	ÊŞÑíÈ ÇÓÊÑáíä	stirlingappx	
8	D			Stirling's formula	İÑãæá ÇÓÊÑáíä	stirlingform	
12	A			stooge sort	ãÑÊÈÓÇÒ ÓÇÏåáæÍÇäå	stoogesort	
7	D			straight-line drawing	ÊÑÓíã ãÓÊŞíã ÇáÎØ	straightline	
2	D			strictly decreasing	ÇßíÏÇğ äÒæáí	strictlydecr	
2	D			strictly increasing	ÇßíÏÇğ ÕÚæÏí	strictlyincr	
2	S			strictly lower triangular matrix	ãÇÊÑíÓ ÇßíÏÇğ Çííä ãËáËí	strictlyLowerTriangMat	
2	S			strictly upper triangular matrix	ãÇÊÑíÓ ÇßíÏÇğ ÈÇáÇ ãËáËí	strictlyUpperTriangMat	
2	S			string	ÑÔÊå	string	
7	D			strongly connected graph	ÑÇİ ŞæíÇğ åãÈäÏ	strongcongrf	
13	D			subadditive ergodic theorem	ŞÖíåí ÇÑæÏíß ÒíÑÌãÚí	subadditive	
7	D			subgraph	ÒíÑÑÇİ	subgraph	
7	P			subgraph isomorphism	íßÑíÎÊí ÒíÑÑÇİåÇ	subgraphiso	
2	D			subset	ÒíÑãÌãæÚå	subset	
1	D			suffix automaton	ÇÊæãÇÊæä ÓæäÏí	suffixautmtn	
2	D			superset	ÒöÈóÑ ãÌãæÚå	superset	
7	D			supersink	ÇÈóÑÇåß	supersink	
7	D			supersource	ÇÈóÑãäÈÚ	supersource	
2	D			symmetric	ãÊŞÇÑä	symmetric	
2	D			symmetric set difference	ÊİÇÖá ãÊŞÇÑä ãÌãæÚå	symmetricSetDiff	
2	S			symmetrically linked list	áíÓÊ íæäÏí ãÊŞÇÑä	doublyLinkedList	
2	D			tail	Ïõã	tail	
2	T			tail recursion	ÂÎÑíä ÈÇÒÔÊ	tailrecursn	
13	D			temporal logic	ãäØŞ ÒãÇäí	temporllogic	
7	D			terminal	ÇíÇäå	terminal	
2	D			text	ãÊä	text	
2	D			theta	ÊöÊÇ	theta	
2	D			three-dimensional	Óå ÈõÚÏí	threedimnsnl	
12	A			three-way merge sort	ãÑÊÈÓÇÒ ÇÏÛÇãí ÓåÑÇåí	threewaymsrt	
13	D			time/space complexity	ííÏí ÒãÇä/ÍÇİÙå	timespace	
12	A			top-down radix sort	ãÑÊÈÓÇÒ ãÈäÇíí ÈÇáÇ Èå Çííä	topdwnrdxsrt	
1	D			top-down tree automaton	ÇÊæãÇÊæä ÏÑÎÊíö ÈÇáÇ Èå Çííä	topdwntrtmtn	
12	D			top sort	ãÑÊÈÓÇÒ Êææáæíßí	topologcsort	
2	D			topological order	ÊÑÊíÈ Êææáæíßí	topologicalOrder	
12	D			topological sort	ãÑÊÈÓÇÒ Êææáæíßí	topologcsort	
13	D			total function	ÊÇÈÚ ßÇãá	totalfunc	
2	D			total order	ÊÑÊíÈ ßÇãá	totalorder	
13	D			totally decidable problem	ãÓÆáåí ßÇãáÇğ ÊÕãíãĞíÑ	decidable	
13	D			totally undecidable problem	ãÓÆáåí ßÇãáÇğ ÊÕãíãäÇĞíÑ	totallyUndecidableProb	
7	D			tour	ÊæÑ	hamiltonianCycle	
13	D			tractable	ãåÇÑÔÏäí	tractable	
1	D			transducer	ãÈÏá	transducer	
1	D			transition	ĞÑ (ÊÛííÑ æÖÚíÊ)	transition	
1	D			transition function	ÊÇÈÚ ĞÑ	transitionfn	
2	D			transitive	ÊÑÇíÇ (ÊÑÇĞÑí)	transitive	
7	D			transitive reduction	ÓÇÏåÓÇÒíö ÊÑÇíÇ	transtvreduc	
7	P			traveling salesman	İÑæÔäÏåí ÏæÑåÑÏ	travelingSalesman	
7	P	&	TSP	traveling salesman problem	ãÓÆáåí İÑæÔäÏåí ÏæÑåÑÏ	travelingSalesman	
7	P			travelling salesman	İÑæÔäÏåí ÏæÑåÑÏ	travelingSalesman	
1	D			tree automaton	ÇÊæãÇÊæä ÏÑÎÊí	treeautomata	
12	A			tree sort	ãÑÊÈÓÇÒ ÏÑÎÊí	treesort	
7	D			triangle inequality	äÇãÓÇæí ãËáËí	trianglnqlty	
7	D			triconnected graph	ÑÇİ ÓååãÈäÏ	triconnectedGraph	
2	D			trinary function	ÊÇÈÚ ÓåÊÇíí	trinaryfunc	
7	P	/		TSP	traveling salesman problem	travelingSalesman	
1	D			Turing machine	ãÇÔíä ÊæÑíä	turingMachine	
13	D			Turing reduction	ßÇåÔ ÊæÑíä	turingredctn	
13	D			Turing transducer	ãÈÏá ÊæÑíä	turingtrnsdr	
2	D			two-dimensional	Ïæ ÈõÚÏí	twodimensnal	
2	S			two-way linked list	áíÓÊ íæäÏíö ÏæØÑİå	doublyLinkedList	
2	S			two-way list	áíÓÊ ÏæØÑİå	doublyLinkedList	
12	A			two-way merge sort	ãÑÊÈÓÇÒ ÇÏÛÇãí ÏæÑÇåå	twowaymrgsrt	
2	D			unary function	ÊÇÈÚ íßÊÇíí	unaryfunc	
13	D			uncomputable function	ÊÇÈÚ ãÍÇÓÈåäÇĞíÑ	uncomputableFunction	
13	D			uncomputable problem	ãÓÆáåí ãÍÇÓÈåäÇĞíÑ	uncomputableProblem	
2	D			undecidable	ÊÕãíãäÇĞíÑ	undecidable	
13	D			undecidable language	ÒÈÇä ÊÕãíãäÇĞíÑ	undecidableLanguage	
13	D			undecidable problem	ãÓÆáåí ÊÕãíãäÇĞíÑ	undecidableProblem	
7	S			undirected graph	ÑÇİ ÛíÑÌåÊÏÇÑ	undirectgraf	
13	D			uniform circuit complexity	ííÏí ãÏÇÑ íßäæÇÎÊ	uniformCircuitComplexity	
13	D			uniform circuit family	ÎÇäæÇÏåí ãÏÇÑåÇí íßäæÇÎÊ	uniformCircuitFamily	
2	S			uniform matrix	ãÇÊÑíÓ íßäæÇÎÊ	uniformmatrx	
2	D			union	ÇÌÊãÇÚ	union	
1	A			union of automata	ÇÌÊãÇÚ ÇÊæãÇÊÇ	unionautoma	
1	D			universal state	ÍÇáÊ ÌÇãÚ	universalstt	
1	D			universal Turing machine	ãÇÔíä ÊæÑíä ÌÇãÚ	universalTur	
2	D			universe	ÌåÇä (ãÌãæÚåí ãÑÌÚ)	universe	
13	D			unsolvable	ÍáäÔÏäí	unsolvable	
13	D			unsolvable problem	ãÓÆáåí ÍáäÔÏäí	unsolvablepr	
12	D			unsorted list	áíÓÊ äÇãÑÊÈ	unsortedlst	
2	S			upper triangular matrix	ãÇÊÑíÓ ÈÇáÇãËáËí	uppertriangm	
7	P	&	VRP	vehicle routing problem	ãÓÆáåí ãÓíÑíÇÈí æÓíáå	vehicleRouting	
2	A			Veitch diagram	äãæÏÇÑ æíÊ	karnaughmap	
13	D			Venn diagram	äãæÏÇÑ æä	venndiagram	
7	D			vertex	ÑÃÓ	vertex	
7	D			vertex coloring	ÑäÂãíÒí ÑÃÓí	vertexcolor	
7	D			vertex connectivity	åãÈäÏí ÑÃÓí	vertexConnectivity	
7	P			vertex cover	æÔÔ ÑÃÓí	vertexcover	
7	D			vertex set	ãÌãæÚåí ÑÃÓåÇ	vertexset	
7	D	**		vertexes	ÑÃÓ	vertex	
6	D			vertical visibility map	äŞÔåí ÏíÏ ÚãæÏí	vertical	
7	D			vertices	ÑÃÓåÇ	vertices	
6	D			visibility map	äŞÔåí ÏíÏ	visibilityMap	
6	D			visible	ŞÇÈá ÏíÏ	visible	
7	A			Viterbi algorithm	ÇáæÑíÊã æíÊÑÈí	viterbiAlgorithm	
7	P	/		VRP	vehicle routing problem	vehicleRouting	
7	D			walk	ÔÊ	walk	
12	A			weak-heap sort	ãÑÊÈÓÇÒ åÑãí ÖÚíİ	weakheapsort	
7	D			weighted graph	ÑÇİ æÒäÏÇÑ	weightgraph	
7	D			weighted, directed graph	ÑÇİ ÌåÊÏÇÑ æÒäÏÇÑ	weightdigraf	
13	D			worst-case	ÈÏÊÑíä ÍÇáÊ	worstcase	
13	D			worst-case cost	åÒíäåí ÈÏÊÑíä ÍÇáÊ	worstcasecst	
2	D			xor	íÇí ÇäÍÕÇÑí	xor	
1				 Automata and State Machines			
2				 Basic			
3				 Combinatorics			
6				 Computational Geometry			
4				 Cryptography and Compression			
16				 Entries with No Area			
5				 External Memory Algorithms and Data Structures			
7				 Graphs			
8				 Numeric Computation			
9				 Parallel			
10				 Quantum Computation			
11				 Searching			
12				 Sorting			
13				 Theory			
14				 Trees			
15				 Verification and Formal Methods			
14	S			(a,b)-tree		abtree	
3	P			0-1 knapsack		zero1knap	
2	D			0-ary function	ÊÇÈÚ ÕİÑÊÇíí	zeroaryfunc	
16	N			1-2 brother tree		onetwobrthr	
16	N			1-2 neighbor tree		onetwonghbr	
16	N			1-2 son tree		onetwosontr	
16	N			1-2 tree		onetwotree	
14	S			2-3-4 tree		two34tree	
16	N			2-3 brother tree		twothree	
14	S			2-3 tree		two3tree	
4	A			adaptive Huffman encoding		adaptiveHuffman	
4	A			algorithm BSTW		algorithmBSTW	
4	A			algorithm FGK		algorithmFGK	
4	A			algorithm V		algorithmV	
16	N			alignment problem		alignment	
11	A			Alpha Skip Search algorithm		alphaskipsr	
16	N			alternating selection		alternat	
11	A			Apostolico-Crochemore		apostolicocr	
11	A			Apostolico-Giancarlo algorithm		apostolicogi	
11	A			approximate string matching		stringMatchwError	
11	P			array search		arraysearch	
11	S			assoc list		dictionary	
16	N			average minimum accesses		averagemnmm	
6	A			B-spline		bspline	
14	S			B-tree		btree	
14	S			B*-tree		bstartree	
14	S			balanced multiway tree		btree	
14	D			balanced tree		balancedtree	
16	N			balancing by internal path reduction		balancbyredu	
11	S			BANG file		bangfile	
14	D			BB  tree		bbalphatree	
11	S			BD-tree		bdtree	
14	S			BDD		bdd	
3	P			bin packing		binpacking	
14	S			binary decision diagram		bdd	
14	S			binary heap		binaryheap	
14	S			binary search tree		binarySearchTree	
14	D			binary tree		binarytree	
14	S			binary tree representation of trees		binaryTreeRepofTree	
14	S			binomial heap		binomialheap	
14	S			binomial queue		binomialheap	
14	S			binomial tree		binomialtree	
6	S			bintree		bintree	
16	N			bipartition search		bipartition	
16	N			bisection search		bisection	
9	D			bisimulation equivalence		bisimulequiv	
16	N			bitonic tour		bitonictour	
14	S			Bk tree		bktree	
11	S			block addressing index		blockAddressingIndex	
11	A			block search		jumpsearch	
11	A			block searching		jumpsearch	
11	A			Bloom filter		bloomfilt	
11	D			border		border	
16	N			bounded balance tree		boundedblnc	
16	N			bounded disorder		bounded	
11	A			Boyer-Moore		boyermoore	
11	A			Boyer-Moore-Horspool		boyerMooreHorspool	
16	N			BPP		bpp	
16	N			Bradford's law		bradfordslw	
16	N			Brent's algorithm		brent	
16	N			Brent's hashing		brentshash	
16	N			Brent-Salamin		brentsalamn	
11	A			brute force string search		bruteForceStringSearch	
11	A			brute force string search with mismatches		brutefrmismt	
16	N			bucket binary trie		bucketbinry	
16	N			bucket trie		buckettrie	
2	A			buddy system	ÓíÓÊã ÑİíŞ	buddysystem	
11	S			buddy tree	ÏÑÎÊ ÑİíŞ	buddytree	
14	A			build-heap		buildHeap	
1	P			busy beaver		busyBeaver	
11	S			BV-tree		bvtree	
16	N			C curve		ccurve	
14	S			cactus stack		cactusstack	
16	N			calculated entry search		calculated	
11	S			calendar queue		calendarQueue	
11	D			candidate consistency testing		candidate	
11	D			candidate verification		candidateVerification	
14	S			cartesian tree		randomizedBinarySearchTree	
16	N			cascade merge sort		cascademerg	
4	A			Cayley-Purser		cayleypurser	
14	D			CBT		completeBinaryTree	
11	S			cell tree		celltree	
16	N			cellar hashing		cellarhash	
16	N			centered search		centered	
11	S			chaining		chaining	
11	D			clustering		clustering	
11	D			clustering free		clusterngfr	
11	S			coalesced hashing		coalescdhash	
16	N			coalesced hashing with cellar		coalescdhsh	
16	N			coalescing chain		coalesc	
13	D			coarsening		coarsening	
12	A			cocktail shaker sort		bidirectbubl	
4	D			codeword		codeword	
16	N			coding tree		codingTree	
11	A			collision resolution scheme		collisionres	
11	A			Colussi		colussi	
3	A			combination		combination	
14	S			compact DAWG		compactDAWG	
14	D			complete k-ary tree		completeKaryTree	
16	N			compressed trie		compressdtr	
9	D			concurrent read, concurrent write		concurrentReadConWrt	
9	D			concurrent read, exclusive write		concurrentReadExcluWrt	
11	S			container		container	
16	N			contamination hashing		contaminatn	
3	D			covering		covering	
4	A			CRC		cyclicRedundancyCheck	
9	D			CRCW		concurrentReadConWrt	
9	D			CREW		concurrentReadExcluWrt	
13	D	/		CSP	Communicating Sequential Processes	csp	
15	D			CTL		ctl	
3	P			cutting stock problem		cuttingStock	
4	A			cyclic redundancy check		cyclicRedundancyCheck	
16	N			cyclic structure		cyclic	
11	D			D-adjacent		dadjacent	
16	N			d-prefix		dprefix	
16	N			D-tree		dtree	
14	S			DAWG		directedAcyclicWordGraph	
6	T			decimation		pruneNsearch	
13	D			depoissonization		depoissonztn	
16	N			depth node		depthnode	
16	N			depth trie		depthtrie	
11	A			deterministic finite automata string search		determFinitAutSrch	
11	D			dichotomic search		dichotomic	
14	S			diet		discretintrv	
16	N			digital B-tree		digitalbtre	
16	N			digital decomposition		digital	
16	N			digital indexing		digitalindx	
14	S			digital search tree		digitalSearchTree	
14	S			digital tree		digitaltree	
11	S			direct chaining hashing		directchhash	
14	S			directed acyclic word graph		directedAcyclicWordGraph	
11	S			directory		dictionary	
14	S			discrete interval encoding tree		discretintrv	
16	N			division method		divisionmthd	
11	D			don't care		dontcare	
14	S			double-ended priority queue		doubleendpq	
16	N			double left rotation		doubleleft	
2	A			double metaphone		doubleMetaphone	
16	N			double right rotation		doubleright	
16	N			Dragon curve		dragoncurve	
3	D			dual linear program		duallinear	
16	N			dynamic set sorting		dynamicset	
16	N			dynamic size hashing		dynamicsize	
3	D			edit distance		editdistance	
3	D			edit operation		editoperatin	
3	D			edit script		editscript	
3	P			eight queens		eightqueens	
16	N			end-of-string		endofstring	
14	S			enfilade		enfilade	
16	N			entropy searching		entropysrch	
9	D			ERCW		exclusiveReadConWrt	
9	D			EREW		exclusiveReadExcluWrt	
11	P			exact string matching		stringMatching	
11	S			EXCELL		excell	
9	D			exclusive read, concurrent write		exclusiveReadConWrt	
9	D			exclusive read, exclusive write		exclusiveReadExcluWrt	
11	T			exhaustive search		exhaustvsrch	
16	N			expandable hashing		expandableHashing	
14	S			extended binary tree		extendedBinaryTree	
11	S			extended k-d tree		extendkdtree	
11	S			extendible hashing		extendibleHashing	
16	N			external hashing		externalhsh	
11	S			external index		externalindx	
14	D			external node		leaf	
16	N			external path		externalpth	
16	N			external searching		external	
16	N			extract maximum		extractmxmm	
11	A			extrapolation search		interpolationSearch	
11	D			extremal		extremal	
11	D			factor		substring	
16	N			failure function		failure	
16	N			false drop		falsedrop	
16	N			fast fourier transform		fastFourierTransform	
11	T			fathoming		fathoming	
9	D			FFT		fastFourierTransform	
11	A			Fibonacci search		fibonacciSearch	
14	S			Fibonacci tree		fibonacciTree	
14	S			Fibonnaci heap		fibonacciHeap	
11	A			Find		find	
11	P			find kth smallest element		selectkth	
14	S			finitary tree		finitarytree	
2	D			first-come, first-served		firstcome	
16	N			fixed point		fixedpoint	
16	N			Floyd's heap-construction		floydheap	
3	D			forest editing problem		forestedit	
11	S			forward index		forwardIndex	
16	N			free list		freelist	
14	D			free tree		freetree	
16	N			fringe reorganization		fringe	
16	N			full expansion		fullexpansn	
11	S			full inverted index		fullInvertedIndex	
16	N			full stability		fullstablty	
16	N			full Steiner tree		fullSteinrTr	
11	S			fully inverted index		fullInvertedIndex	
16	N			functional data structure		activeDataStruc	
11	S			fusion tree		fusiontree	
11	A			Galil-Giancarlo		galilgiancar	
11	A			Galil-Seiferas		galilseifers	
16	N			gamma-type expansion		gammatype	
14	S			GBD-tree		gbdtree	
9	D			graph concentration		graphconcen	
4	D			Gray code		graycode	
16	N			greatest fixed point		greatestfixp	
16	N			greedy tree		greedytree	
4	D			grey code		graycode	
11	S			grid file		gridfile	
4	D			Hamming distance		hammingdist	
16	N			Hanan's theorem		hananTheorem	
11	S			hash heap		hashheap	
11	A			hash table delete		hashtabdelet	
16	N			hashing trie		hashingtrie	
11	S			hB-tree		hbtree	
14	S			heap		heap	
14	D			heap condition		heapproperty	
14	D			heap ordered		heapproperty	
14	D			heap property		heapproperty	
14	A			heapify		heapify	
11	P			heaviest common subsequence		longestcommn	
14	D			height		height	
14	S			height-balanced binary search tree		heightBalancedBinSrchTree	
14	S			height-balanced tree		heightBalancedTree	
16	N			height tree		heighttree	
16	N			hierarchical balance		hierarchicalBalance	
16	N			hierarchical order		hierarchicalOrder	
16	N			Hilbert curve		hilbertcurve	
16	N			horizontal pointer		horizontal	
11	A			Horspool		boyerMooreHorspool	
16	N			Hu-Tucker algorithm		hutucker	
4	A			Huffman encoding		huffmanEncoding	
16	N			Hwang's theorem		hwangTheorem	
16	N			Hwang and Lin merging		hwanglinmrg	
16	N			hybrid Quicksort		hybridQuicksort	
16	N			hybrid sorting		hybridsort	
16	N			hybrid trie		hybridtrie	
16	N			increment sequence		increment	
16	N			index B-tree		indexbtree	
11	S			index file		indexfile	
16	N			inspect queue		inspectqueu	
3	D			integer linear program		integerliner	
16	N			interchangeability		intrchngblt	
14	D			interior node		internalnode	
16	N			interleaving		interleav	
11	A			interpolation-sequential search		interpsequen	
11	A			interpolation search		interpolationSearch	
11	S			inverted file		invertedIndex	
11	S			inverted file index		invertedFileIndex	
11	S			inverted index		invertedIndex	
3	A			Johnson-Trotter		johnsonTrotter	
11	S			jump list		jumplist	
11	A			jump search		jumpsearch	
14	S			k-ary heap		karyheap	
4	A			k-ary Huffman encoding		karyHuffman	
14	D			k-ary tree		karyTree	
16	N			k-balancing		kbalancing	
16	N			k-clustering		kclustering	
11	S			k-d-B-tree		kdbtree	
11	S			k-d tree		kdtree	
16	N			k-dimensional tree		kdimensnltr	
3	D			K-dominant match		kdominant	
16	N			k-height balanced		kheight	
11	A			k-layered digraph		klayeredgrph	
16	N			k-layered graph		klayeredgrph	
16	N			k-prefix		kprefix	
14	D			k-way tree		karyTree	
16	N			Karmarkar's algorithm		karmarkarsAlgo	
11	A			Karp-Rabin		karpRabin	
11	A			KMP		knuthMorrisPratt	
11	A			KmpSkip Search		kmpskipsrch	
3	P			knapsack problem		knapsackProblem	
3	P			knight's tour		knightstour	
11	A			Knuth-Morris-Pratt algorithm		knuthMorrisPratt	
11	P			kth smallest element		selectkth	
3	D			Las Vegas algorithm		lasVegas	
16	N			last-come-first-served hashing		lastcomfrst	
16	N			LCFS hashing		lcfshashing	
11	P			LCS		longestcommn	
14	D			leaf		leaf	
16	N			least fixed point		leastfixedpt	
14	A			left rotation		leftrotation	
16	N			left single rotation		leftsingle	
16	N			leftist heap		leftistHeap	
14	S			leftist tree		leftisttree	
16	N			Legendre's identity		legendre	
4	A			Lempel-Ziv		lempelZivWelch	
4	A			Lempel-Ziv-Welch		lempelZivWelch	
4	A			Lempel-Ziv-Welch data compression		lempelZivWelch	
14	D			level order traversal		levelOrderTraversal	
3	D			Levenshtein distance		editdistance	
11	D			lexicographical order		lexicgrphcl	
16	N			lexicographical tree		lexicgrphTre	
8	A			linear congruential generator		linearCongruentGen	
11	A			linear hash		linearhash	
16	N			linear list		linearlist	
11	S			linear probing		linearprobng	
3	D			linear program		linearprogrm	
11	S			linear quadtree		linearquadtr	
11	A			linear search		linearSearch	
9	D			list contraction		listcontrctn	
11	D			load factor		loadfactor	
11	D			local alignment		localalgnmnt	
16	N			local optimum		localoptimum	
11	D			locator		locator	
11	P			longest common subsequence		longestcommn	
11	P			longest common substring		longestcommn	
16	N			lower bounds selection		lowerbounds	
14	D			lowest common ancestor		lowestcommon	
4	A			LZW compression		lempelZivWelch	
7	A			Malhotra-Kumar-Maheshwari blocking flow		malhotraKumr	
2	D			Marlena		marlena	
3	D			Master theorem		mastertheorm	
3	P			matrix-chain multiplication problem		matrxchnmltp	
14	D			max-heap property		maxheapprop	
13	D			MAX-SNP		mAXSNP	
11	A			Maximal Shift		maximalshift	
16	N			maximum-minimum search		maximummnmm	
16	N			maximum search		maximumsrch	
16	N			median split tree		medianSplitTree	
14	D			meld		meld	
11	T			metaheuristic		metaheuristic	
2	A			metaphone		metaphone	
8	D			midrange		midrange	
8	A			Miller-Rabin		millerRabin	
14	D			min-heap property		minheapprop	
16	N			minimal-comparison merging		minimalcompm	
11	A			minimal perfect hashing		minimalPerfectHash	
16	N			minimum height tree		minimumhght	
16	N			minimum path cover		minimmpthcvr	
16	N			minimum search		minimumsrch	
3	D			mixed integer linear program		mixedinteger	
16	N			mode-centered search		modecenterd	
11	A			MODIFIND		modifind	
14	S			monotone priority queue		monotonprioq	
3	D			Monte Carlo algorithm		monteCarlo	
11	A			Morris-Pratt		morrispratt	
11	A			move-to-front heuristic		movefront	
11	A			move-to-root heuristic		movetoroot	
14	S			multi suffix tree		multisufxtre	
16	N			multidimensional search		multidmnsnl	
11	S			multilayer grid file		multilaygrd	
16	N			multiplication method		multplctnmth	
9	A			multiprefix		multiprefix	
9	D			multiprocessor model		multiprocssr	
11	S			multiway search tree		multisrchtre	
14	D			multiway tree		multiwaytree	
3	P			n queens		nqueens	
11	A			naive string search		bruteForceStringSearch	
2	D			nand		nand	
16	N			natural merge		naturalmerg	
16	N			natural merge sort		naturlmrgsrt	
16	N			natural selection		natural	
13	D			NC		nc	
16	N			negative-weight edge		negatvwghtdg	
16	N			negative search		negativsrch	
2	D			nor		nor	
11	A			Not So Naive		notsonaive	
13	D			NP		np	
13	D			NP-complete		npcomplete	
13	D			NP-hard		nphard	
14	D			null tree		nulltree	
16	N			OBDD		obdd	
11	D			occurrence		occurrence	
11	S			octree		octtree	
11	S			octtree		octtree	
11	D			offset		offset	
16	N			one-sided height balanced		onesided	
11	A			open addressing		openaddress	
16	N			optimal binary tree search		optimalbnry	
16	N			optimal external hashing		optimlexhash	
11	A			optimal hashing		perfecthash	
11	A			optimal mismatch		optimalMismatch	
16	N			optimal sequential search		optimseqsrch	
11	A			order preserving minimal perfect hashing		orderpresmph	
11	S			ordered array		orderedarry	
16	N			ordered binary tree		orderedbnry	
16	N			ordered hashing		orderedhash	
14	S			ordered tree		orderedtree	
16	N			orthogonal lists		orthognllsts	
16	N			OSHB tree		oshbtree	
16	N			overlapping subproblems		ovrlppngsbpr	
13	D			P		p	
13	D			P-complete		pcomplete	
14	S			P-tree		ptree	
3	D			packing		packing	
14	S			pagoda		pagoda	
16	N			pairing heap		pairingHeap	
11	D			PAM		pointaccess	
9	D			parallel computation thesis		parallel	
9	A			parallel prefix computation		parallprefix	
9	D			parallel random-access machine		parallelRandomAccessMachine	
14	D			parent		parent	
16	N			partial-match searching		partialmtch	
3	D			partition		partition	
16	N			partition method		partitnmeth	
16	N			PAT		pat	
16	N			PAT tree		pattree	
16	N			path-balanced tree		pathbalancd	
16	N			path cover		pathcover	
9	P			path system problem		pathsystem	
16	N			path tree		pathtree	
14	S			Patricia tree		patriciatree	
11	D			pattern		pattern	
11	D			pattern element		patternelmnt	
16	N			pattern matching		patternmtch	
16	N			pattern matching machine		patternmtc1	
13	P			PCP		postsCorrespondProb	
16	N			Peano curve		peanocurve	
11	A			Pearson's hash		pearsonshash	
14	D			perfect binary tree		perfectBinaryTree	
16	N			perfect distribution		perfectDistribution	
11	A			perfect hashing		perfecthash	
16	N			perfectly balanced k-d tree		perfectly	
3	A			permutation		permutation	
3	A			permute		permutation	
16	N			persistent binary search tree		persstntbnry	
3	D			picture		picture	
12	S			pile		pile	
9	T			pipelined divide and conquer		pipelineddvd	
11	S			PLOP-hashing		plophashing	
11	D			point access method		pointaccess	
9	D			pointer jumping		pointerjump	
11	D			polychotomy		polychotomy	
16	N			polynomial-time computable		polynmltmcmp	
16	N			polynomial-time solvable		polynmltmslv	
16	N			polynomial-time verification		polynmltmvrf	
2	D			polytope		polytope	
16	N			positive search		positivsrch	
16	N			post-office location problem		postffclctnp	
16	N			Post machine		postMachine	
14	D			postfix traversal		postordrtrvs	
14	D			postorder traversal		postordrtrvs	
16	N			power-p Steiner tree		powerpSteinr	
9	D			PRAM		parallelRandomAccessMachine	
16	N			preconditioning		preconditin	
16	N			predicate		predicate	
11	D			prefix		prefix	
16	N			prefix B-tree		prefixbtree	
4	D			prefix code		prefixcode	
16	N			prefix computation		prefixcmpttn	
16	N			prefix search		prefixserch	
9	A			prefix sums		scan	
14	D			prefix traversal		preordertrvs	
14	D			preorder traversal		preordertrvs	
11	D			primary clustering		primaryclstr	
3	D			principle of optimality		principle	
16	N			priority tree		prioritytre	
11	D			probe sequence		probesequenc	
11	S			prop list		dictionary	
11	S			property list		dictionary	
16	N			proximity searching		proximity	
16	N			pseudorandom probing		pseudorandomProbing	
13	D			PSPACE		pspace	
13	T	/		PTAS	polynomial-time approximation scheme	polynomaprox	
14	S			quad trie		quadtrie	
11	A			quadratic hashing		quadraticprb	
11	A			quadratic probing		quadraticprb	
11	S			quadtree		quadtree	
11	A			quick search		quicksearch	
11	A			quick select		select	
16	N			Quicker sort		quickersort	
11	S			R-file		rfile	
14	S			R-tree		rtree	
14	S			R*-tree		rstartree	
11	S			R+-tree		rplustree	
11	A			Rabin-Karp		karpRabin	
11	S			radix quicksort		threeWayRadixQuicksort	
11	A			Raita		raita	
9	T			random sampling		randomsampl	
16	N			Randomized-Select		randomzdSlct	
14	S			randomized binary search tree		randomizedBinarySearchTree	
14	S			randomized search tree		randomizedSearchTree	
16	N			range search		rangesearch	
11	D			rank		rank	
11	A			Ratcliff/Obershelp pattern recognition		ratcliffObershelp	
14	S			RBST		randomizedBinarySearchTree	
14	A			rebalance		rebalance	
9	D			recursive doubling		recursivedbl	
14	S			red-black tree		redblack	
14	S			reduced ordered binary decision diagram		reducedOrderedBDD	
16	N			rehashing		doublehashng	
7	A			relational coarsest partitioning		relatnlcoars	
14	D			relaxed balance		relaxdbalanc	
16	N			result cache		resultcache	
11	A			Reverse Colussi		reverseColus	
11	A			Reverse Factor		reversefactr	
14	S			right-threaded tree		rightThreadedTree	
14	A			right rotation		rightrotatn	
16	N			right single rotation		rightsingle	
14	S			ROBDD		reducedOrderedBDD	
16	N			Robin Hood hashing		robinhodhsh	
14	D			root		root	
14	D			root balance		balance	
14	D			rooted tree		rootedtree	
14	A			rotate left		leftrotation	
14	A			rotate right		rightrotatn	
14	D			rotation		rotation	
14	S			saguaro stack		cactusstack	
11	D			SAM		spatialAccessMethod	
14	S			SBB tree		sbbtree	
9	A			scan		scan	
14	A			scapegoat tree		scapegoatTree	
11	A			search		search	
14	S			search tree		searchtree	
14	D			search tree property		searchtrprop	
11	A			secant search		secantSearch	
11	D			secondary clustering		secondaryclu	
11	D			segment		segment	
11	A			Select		select	
11	P			select and partition		selectAndPartition	
11	P			select kth element		selectkth	
11	A			select mode		selectmode	
11	P			selection problem		selectkth	
16	N			self-adjusting hashing		selfadjust	
11	A			self-organizing sequential search		transposeSeqSearch	
11	T			self-organizing strategy		selforganiz	
3	D			semidefinite programming		semidefinite	
16	N			sentinel		sentinel	
16	N			sentinel sorting		sentinelsrt	
11	S			separate chaining hashing		separatchain	
16	N			sequence		sequence	
16	N			sequential list		sequentllst	
